0.55, 0.2, 0.75, 0.9,-1,2, 3
0.9, 0.95, 0.65, 0.0,1,3, 1
0.8 , 0.65, 0.95, 0.7 ,1,3, 2
0.55, 0.8 , 0.55, 0.95,0,3, 3
0.5 , 0.55, 0.35, 0.6 ,1,3, 2
0.  , 0.15, 0., 0.,-1,1, 2
0., 1., 0.15, 1.  ,-1,1, 1
1. , 0.3, 0.85, 0.35,0,1, 1
0.75, 1.  , 1., 1.,1,3, 3
0.65, 0.75, 0.3, 0. ,1,3, 2
0. , 0.6, 0.45, 1.  ,0,2, 2
0.35, 0.35, 1., 0.,1,3, 1
0.55, 0.7 , 0.85, 1.  ,0,3, 3
0.45, 0.8 , 0.6 , 0.45,-1,3, 3
0.1 , 0.45, 0.5, 0.6,-1,2, 3
0.6, 1. , 0.75, 0.55,1,3, 2
0.85, 1.  , 0.45, 0.4 ,1,3, 2
0.45, 0.  , 0.35, 0.15,-1,2, 3
0.65, 0.8 , 0.8, 0.8,1,3, 3
0.7, 0.8, 0.6 , 0.65,1,3, 3
0.7 , 0.75, 0.2, 0. ,0,3, 3
0.7, 0.8, 0.65, 0.95,1,3, 2
0.7, 0.8, 0.2, 0. ,1,3, 3
0.65, 0.8 , 0.65, 0.25,1,3, 2
0.25, 0.2 , 0.4 , 0.15,1,3, 2
