0.95, 0.55, 0.4, 1.0,0,2, 2
0.0, 0.35, 0.8, 0.7,-1,2, 2
1., 1., 0.5 , 0.45,-1,2, 3
0.5, 0.1, 0.65, 0.15,1,2, 2
0.25, 0.65, 0. , 0.9,1,2, 2
0.15, 0.  , 0., 0.,1,2, 2
1.  , 0.15, 1., 0.,0,2, 2
0.7, 1. , 0.3, 0.3,-1,2, 3
0.35, 0.4 , 0.5 , 0.65,0,3, 3
0.7 , 0.45, 0.55, 0.75,-1,2, 2
1.  , 0.35, 0.  , 0.65,0,2, 2
0.2, 1. , 1.  , 0.75,-1,2, 2
0.45, 0.3 , 0.35, 0.5 ,0,3, 3
0.25, 0.45, 0.65, 0.  ,1,2, 2
0.45, 0.3 , 0.45, 0.55,0,3, 3
0.3 , 0.15, 0.45, 0.55,-1,2, 3
0.6, 0.6, 0.45, 0.35,-1,2, 2
0.35, 0.  , 0.35, 0.8 ,-1,2, 2
0.4, 0.6, 0.85, 0.9 ,1,2, 2
0.5, 1. , 0.85, 0.  ,1,2, 2
0.5 , 0.25, 0.45, 0.4 ,-1,2, 2
0.15, 0.2 , 1. , 0.5,1,2, 2
0.1 , 0.75, 0.3, 0.4,-1,2, 3
0.  , 0.55, 0.25, 0.4 ,0,2, 2
1.  , 0.25, 0.45, 0.5 ,-1,2, 3
