0.5, 0.65, 0.5, 0.95,1,3, 2
0.8, 0.05, 0.4, 0.15,-1,1, 2
0.2, 0.7, 0.2 , 0.55,-1,1, 2
0.8 , 0.55, 0.8, 0.7,-1,2, 3
1., 1., 0. , 0.2,-1,2, 3
0.05, 0.  , 0.15, 0.15,-1,3, 3
0.6 , 0.65, 0.5, 0.5,0,3, 3
0.2, 0. , 0.45, 0.4 ,-1,2, 3
0.  , 0.35, 1. , 0.7,-1,2, 2
0.3 , 0.35, 0., 1.,1,3, 1
0.6 , 0.75, 0.7, 0.9,0,2, 2
1. , 0.3, 0.65, 0.3 ,-1,2, 2
0.4, 0.5, 0.3 , 0.35,0,3, 3
0.55, 0.5 , 0.25, 1.  ,1,3, 1
0.8, 1. , 0. , 0.1,-1,1, 1
0.55, 0.  , 1., 0.,1,1, 1
0.4 , 0.55, 0.65, 0.6 ,0,3, 3
0.55, 0.55, 0.7 , 0.65,0,3, 3
0.45, 0.75, 0.75, 0.65,-1,2, 3
0.55, 0.5 , 0.25, 0.35,1,3, 2
0.6, 0.6, 0.45, 0.45,0,3, 3
0.45, 0.4 , 0.5 , 0.55,-1,3, 3
0.6 , 0.55, 0.45, 0.5 ,-1,3, 3
0.5, 0.5, 0.35, 0.55,1,3, 3
0.55, 0.65, 0.45, 0.5 ,-1,3, 3
