0.25, 0.05, 0.65, 0.45,-1,2, 2
0.35, 0.75, 0.4, 1.0,1,2, 1
1. , 0.2, 1. , 0.7,-1,1, 2
0.  , 0.55, 0. , 0.7,1,2, 1
0.3, 0.4, 0.65, 0.  ,1,2, 2
0.7 , 0.75, 1., 1.,1,3, 2
0.  , 0.25, 0. , 0.1,-1,2, 2
0.5, 0.6, 0.75, 0.95,1,2, 2
0.5 , 0.25, 0.9, 0.5,1,2, 2
0., 1., 0.15, 1.  ,-1,1, 1
0.2, 0.6, 1., 0.,1,2, 1
0.75, 0.25, 0.55, 0.8 ,-1,1, 2
0.75, 0.65, 0.45, 0.  ,1,2, 2
0.45, 0.45, 0., 0.,1,3, 2
0.4 , 0.55, 0.9, 0.8,1,2, 2
0.6, 0.6, 0.25, 0.25,1,3, 2
0.45, 0.4 , 0.65, 0.6 ,1,3, 3
1.  , 0.45, 0.45, 0.2 ,-1,1, 2
0.  , 0.15, 0.55, 0.45,-1,2, 3
0.15, 0.  , 0.8, 0. ,1,2, 1
0.6, 1. , 0.55, 0.45,-1,2, 3
0.8, 1. , 0.5 , 0.45,-1,2, 3
0.6, 0.8, 0.5, 0.5,-1,2, 3
0.15, 0.4 , 0.35, 0.85,1,2, 2
0.4, 0.4, 0.55, 0.45,0,3, 3
