0.95, 0.55, 0.4, 1.0,1,1, 1
0.0, 0.35, 0.8, 0.7,-1,2, 2
0.45, 0.  , 0.6, 0. ,-1,2, 2
1., 1., 1., 0.,1,2, 2
0.45, 0.45, 0.  , 0.85,1,3, 2
0., 0., 0.25, 0.65,-1,2, 2
0.65, 0.45, 0.7, 0.3,1,3, 3
0.75, 1.  , 0.65, 0.4 ,-1,2, 2
0.5, 0.6, 0.4 , 0.35,1,3, 3
0.45, 0.5 , 0., 1.,1,2, 2
1.  , 0.25, 0. , 0.6,1,1, 1
0.75, 0.  , 0.6, 0.7,-1,2, 3
0.2, 0.2, 1. , 0.8,-1,2, 2
0.55, 0.25, 0.55, 0.4 ,-1,3, 3
0.65, 0.45, 0.5, 0.5,-1,2, 3
0., 1., 0.5, 0.7,-1,1, 2
0.55, 0.3 , 0.5 , 0.45,-1,3, 3
0.35, 0.5 , 0.5 , 0.45,-1,3, 3
0.5, 0.6, 0.5 , 0.45,-1,3, 3
0.5 , 0.45, 0.55, 0.3 ,1,3, 2
0.5, 0.6, 0.5 , 0.45,-1,3, 3
0.6, 0.5, 0.45, 0.45,1,3, 3
0.5 , 0.35, 0.55, 0.5 ,1,3, 2
0.8, 1. , 0.5 , 0.45,-1,2, 3
0.55, 0.6 , 0.5 , 0.45,-1,2, 3
