0.55, 0.45, 0.0, 0.8,1,3, 1
0.65, 0.55, 0.6, 0.4,1,3, 2
0.9, 0.5, 0.95, 0.65,0,2, 2
0.45, 0.8 , 0.6 , 0.85,0,2, 2
0., 0., 0.  , 0.15,-1,2, 3
0.2, 0.4, 0.3, 0.1,-1,1, 3
0.8, 0. , 1., 0.,0,1, 1
1., 1., 0.85, 0.95,1,3, 2
0.4, 1. , 0.25, 1.  ,0,2, 2
0.5, 0. , 1. , 0.3,-1,1, 3
0.35, 0.65, 0., 1.,1,3, 2
0. , 0.5, 1.  , 0.85,-1,1, 2
0.2 , 0.15, 0.8 , 0.25,1,3, 1
0.4 , 0.45, 0.5, 0.6,0,2, 2
0.75, 0.65, 0. , 0.1,-1,2, 3
0.2, 0. , 0.25, 0.8 ,1,3, 2
0.6, 1. , 0.  , 0.25,0,2, 2
1.  , 0.45, 0.35, 0.25,-1,1, 3
0.95, 1.  , 0.15, 0.15,-1,2, 3
0.75, 0.45, 0.55, 0.7 ,-1,1, 2
0.2, 0. , 0.2, 0.2,-1,2, 3
0.45, 0.2 , 0.1 , 0.15,-1,2, 3
1. , 0.2, 0.25, 0.15,-1,1, 3
0. , 0.1, 0.15, 0.15,-1,2, 3
0.3 , 0.15, 0.3, 0.3,0,3, 3
